font_id,comfortaa
inf_s2_pamphlet_1,Bem-vindo!
inf_s2_pamphlet_2,Bem-vindo ao mundialmente+newline+famoso Farol de Kent.+newline+Esta estrutura foi erguida+newline+em 1857 por sir Henry o'Toole.+newline+É dito que este+newline+farol foi construído+newline+sobre as ruínas de uma masmorra de uma+newline+prisão medieval.
inf_s2_pamphlet_3,"Esta é uma das nossas+newline+atrações turísticas+newline+visto que você pode visitar+newline+as escavações arqueológicas+newline+nas seções mais baixas+newline+do farol, logo abaixo+newline+do porão.+newline+Pergunte ao seu guia+newline+sobre esse detalhe."
inf_s2_aqa_weight,Quanto você pesa hoje?
inf_s2_aqa_camera,_estado :: vazio
inf_s2_value_of_m,o valor de m é
inf_s3_do_not_solve,NÃO resolva este quebra-cabeça...
inf_s4_chat_0,[@lab] :: root.ping//144.235.182.100
inf_s4_chat_1,[@mur] :: Quem é?
inf_s4_chat_2,[@mur] :: Você está no laboratório?
inf_s4_chat_3,[@mur] :: E não tem um teclado??
inf_s4_chat_4,[@mur] :: Há uma explicação...+newline+Você escapou do loop...+newline+Não foi?
inf_s4_chat_5,"[@mur] :: ok, primeiramente você precisa chegar à sala do teleportador. E está protegida por uma grade. A essa altura, é muito improvável que vá conseguir no laboratório alguma senha para abrí-la."
inf_s4_chat_6,"[@mur] :: Conseguindo chegar ao teleportador, você vai precisar de coordenadas para usá-lo. Eu tenho uma lista delas aqui."
inf_s4_chat_7,[@mur] :: Estou imprimindo agora a lista para você.
inf_s4_chat_8,[@mur] :: Vá para o teleportador. Use-o para se deslocar. Talvez você seja capaz de se virar sozinho para conseguir isso. Boa sorte.+newline+M.
inf_s4_fluid_1,status :: nível do fluido muito baixo
inf_s4_fluid_2,status :: funcionando
inf_s4_need_flame,Você precisa de uma chama para aquecer água.
inf_s4_transporter_no_list,Você precisa de uma lista de coordenadas para usar o teleportador.
inf_s4_transporter_0,status :: conexão desconhecida
inf_s4_transporter_1,status :: já conectado ao local
inf_s4_turbine_working,spinning turbine overflow health hazard
inf_s5_emergency_exit,saída de emergência
inf_s5_brief,"Recupere os três fragmentos cristalinos de energia. +newline++newline+Acesso da Base Raíz :: [5, 5, 2]+newline+Corredor :: [7, 4, 7]+newline+Esta seção do laboratório :: [0, 3, 8]+newline++newline+Entre no pináculo localizado no corredor.+newline+Energize a máquina.+newline+Investigue a parte externa da Rede.+newline+Retorne ileso."
inf_s5_brief_missing,Você precisa do resumo da missão para acessar o teleportador.
inf_s5_cipher_current,status :: já conectado ao local
inf_s5_acid_drain,este banho ácido ainda pode ser útil...
inf_s6_pinnace_1,> rev :: sd.sys
inf_s6_pinnace_2,> alerta_init :: quebra de proxy
inf_s6_pinnace_3,> alerta_id :: 0-23-17
inf_s6_pinnace_4,"> alerta_desc :: envio não-programado do pináculo de manutenção, conjunto 0015"
inf_s6_pinnace_5,> exe :: interceptador.sys
inf_s6_pinnace_6,> perseguidor_init :: alerta: alvo encontrado
inf_s6_pinnace_7,> alvo_id :: alerta_id
inf_s6_enter_pin,insira o número de identificação pessoal:
inf_s6_security_level,nível de segurança:
inf_s6_to_open_cube,para abrir o cubo+newline+insira o número de identificação pessoal:
inf_s6_system_unauthorized,acesso_sem_autorizacao
inf_s6_system_door_5,controle da porta de segurança 5 nível 1
inf_s6_system_door_8,controle da porta de segurança 8 nível 2
inf_s6_system_protocol_disabled,protocolo_desativado_ / busca_falha_
inf_s6_system_infestation,mapa da infestação na subnet
inf_s6_system_idn_not_present,número de identificação pessoal ausente
inf_s6_system_54_5_disabled,protocolo 54-4+newline+desabilitado
inf_s6_system_human_hack,tentativa de hack humano / iniciar: protocolo 54-1
inf_s6_system_gate_3_18,porta 3/18
inf_s6_system_protocol_1,protocolo 54-1
inf_s6_system_protocol_2,protocolo 54-2
inf_s6_system_protocol_3,protocolo 54-3
inf_s6_system_protocol_4,protocolo 54-4
inf_s6_system_graph_denied,diagrama de acesso ao elevador negado ::+newline+ _protocolo 54-3
inf_s6_system_elevator_disabled,diagrama de acesso ao elevador negado ::+newline+ _sd_ primário offline
inf_s6_system_incoming_message,mensagem recebida
inf_s6_system_from_blocked,de: _bloqueado_
inf_s6_system_from_murtaugh,de: Murtaugh
inf_s6_system_message_from_blocked,de: _bloqueado_+newline+@ _bloqueado_+newline++newline+início: cabeçalho não reconhecido+newline+tag: externo+newline+ext: infectado+newline++newline+protocolo 54-2+newline+bloquear e isolar em quarentena
inf_s6_system_message_from_murtaugh,"de: Murtaugh+newline+@lab+newline++newline+Eu não sei se essa mensagem vai chegar a alguém ou se vai ser descartado pelo firewall do sistema de defesa, mas se existe alguma mínima chance, então devo tentar.+newline+---------------+newline+Eu preciso que você desabilite os seguintes protocolos:+newline+2-18 - SD secundário+newline+1-12  - SD primário+newline+1-0 - mainframe"
inf_s6_system_transporter_prototype,teleportador protótipo 2/32
inf_s6_system_transporter_unoperational,teleportador+newline+inoperante+newline+requer assistência+newline+código de erro:54-1::00+newline+enquanto:sd2::desligado+newline+obrigado+newline+por sua cooperação
inf_s6_system_turret_online,512 / _torre online
inf_s6_system_turret_offline,512 / _torre offline
inf_s6_system_online,_online
inf_s6_system_offline,_offline
inf_s6_system_armed,_armed
inf_s6_system_disarmed,_disarmed
inf_s6_system_secondary_stable,_sd_ secundário online+newline+cadeia da torre estabilizado
inf_s6_system_secondary_broken,_sd_ secundário online+newline+torre 512 offline+newline+cadeia da torre com defeito+newline+/reset da torre requerido
inf_s6_system_secondary_offline,_sd_ secundário offline
inf_s6_system_secondary_searching,buscando...
inf_s6_system_secondary_failure,_sd_ secundário falhou
inf_s6_system_secondary_turret_offline,torre 512 offline
inf_s6_system_secondary_rev,rev
inf_s6_system_secondary_resetting,resetando...
inf_s6_system_secondary_cancel,[ cancelar ]
inf_s6_system_secondary_turret_reset,reset da cadeia da torre
inf_s6_system_secondary_batch_1,lote 1 pronto...
inf_s6_system_secondary_batch_2,lote 2 pronto...
inf_s6_system_secondary_batch_3,lote 3 pronto...
inf_s6_system_secondary_batch_4,lote 4 pronto...
inf_s6_system_secondary_done,concluído
inf_s6_system_cancel_confirmation,Tem certeza+newline+que você quer+newline+cancelar agora?
inf_s6_system_cancel_yes,[ sim ]
inf_s6_system_cancel_no,[ não ]
inf_s6_system_protocol_2_17,protocolo 2-17
inf_s6_system_protocol_2_18,protocolo 2-18
inf_s6_system_mainframe,mainframe
inf_s6_system_gate_115,porta 115
inf_s6_system_inf_log,inf log
inf_s6_system_protocol_1_0,protocolo 1-0
inf_s6_system_protocol_1_12,protocolo 1-12
inf_s6_system_protocol_1_28,protocolo 1-28
inf_s6_system_protocol_1_32,protocolo 1-32
inf_s6_system_protocol_1_35,protocolo 1-35
inf_s6_system_protocol_1_0_gate,protocolo 1-0 gate
inf_s6_system_protocol_1_12_gate,protocolo 1-12 gate
inf_s6_system_primary_online,defesa primária+newline+sistema online
inf_s6_system_primary_offline,defesa primária+newline+sistema offline
inf_s6_system_human_recognition,padrão de reconhecimento de humanos
inf_s6_system_human_recognition_reset,[ resetar ]
inf_s6_system_human_recognition_confirm,Tem certeza?
inf_s6_system_primary_failure,primary defense system failure
inf_s6_system_inf_log,inf_log [outbreak patterns]
inf_s6_system_terminate,sys rev terminate
inf_s6_system_mur_1,mur@lab: olá?
inf_s6_system_mur_2,mur@lab: não acredito.
inf_s6_system_mur_3,mur@lab: você conseguiu desativar os sistemas de defesa.
inf_s6_system_mur_4,mur@lab: agora podemos viajar livremente por toda a subrede. Nós podemos finalmente invadir o núcleo.
inf_s6_system_mur_5,"mur@lab: infelizmente, para você, sua aventura acaba aqui."
inf_s6_system_mur_6,mur@lab: obrigado e adeus.
inf_s6_system_pod_dev,root get_pod :: init
inf_s6_system_pod_eject,current_pod = get_id :: ejetar
inf_s6_thoth_name,Thoth
inf_s6_thoth,"Thoth+newline++newline+Patron of knowledge, secrets, writing and scribes. Appearance of a man with the head of an ibis holding a scribe's palette and stylus. He was also shown as a full ibis, or sometimes as a baboon. Thoth is an unusual god. Though some stories place him as a son of Ra, others say that Thoth created himself through the power of language. He is the creator of magic, the inventor of writing, the teacher of man and the messenger of the gods (and thus identified by the Greeks with Hermes). The divine record-keeper and mediator. A measurer and recorder of time."
inf_s6_outro_1,> rev :: sd.sys
inf_s6_outro_2,> alerta_init :: beam breach
inf_s6_outro_3,> alert_id :: 0-72-64
inf_s6_outro_4,> alert_desc :: cluster 0015 unscheduled transport
inf_s6_outro_5,> exe :: interceptador.sys
inf_s6_outro_6,> @mur :: Não há infestação.
inf_s6_outro_7,> @mur :: Não há humanos.
inf_s6_outro_8,> @mur :: Descanse agora.
inf_s6_outro_9,> sd.sys :: hibernar()
inf_s7_mind,The mind is everything. What you think you become.
inf_s7_witness,Be the witness of your thoughts.
inf_s7_king_1,We the King+newline++newline+welcome you in our+newline+winter palace.+newline++newline+May it be home for those+newline+who seek knowledge+newline+and repel solitude.
inf_s7_king_2,We the King+newline++newline+welcome you in our+newline+south garden.+newline++newline+Those who seek peace+newline+and calmness will find it+newline+under the leaves of our blessed florae.
inf_s7_king_3,We the King+newline++newline+bid you farewell+newline+and wish you stay safe.+newline++newline+We hope you find+newline+the destination of your travel.+newline+May we meet again one blessed day.
inf_s7_control_room,control room
inf_s7_dock_3,dock 3
inf_s7_dock_4,dock 4
inf_s7_layer,layer
inf_s7_capsule,Landing capsule approaching dock 4.
inf_s7_solenoid_x,solenoide X
inf_s7_solenoid_y,solenoide Y
inf_s7_solenoid_z,solenoide Z
inf_s7_transmitter,transmissor
inf_s7_docks,docas
inf_s7_emergency_exit,saída de emergência
inf_s7_you_are_here,você está aqui
inf_s7_pamphlet_1,Bem-vindo!
inf_s7_pamphlet_2,"Welcome to the world's+newline+famous Winter Palace+newline+of the Fourth Dynasty.+newline++newline+Built in 1832 by Sir Henry+newline+o'Toole, a young architect,+newline+barely known at the time,+newline+merely a servant of+newline+the King's master urbanist."
inf_s7_pamphlet_3,After finishing this palace+newline+o'Toole gained respect+newline+in modern art circles+newline+of the Western Kingdom.+newline++newline+This Winter Palace+newline+and surrounding gardens+newline+are prime examples+newline+of anti-structural+newline+architecture freed from+newline+the boundaries of material+newline+durability.+newline++newline+Make sure you also+newline+visit the famous+newline+Kent Lighthouse+newline+built by the same architect.+newline++newline+Thank You for coming.+newline+Hope to see you again.
inf_s8_reach,Não consigo alcançar...
inf_s8_n,N
inf_s8_e,L
inf_s8_w,O
inf_s8_s,S
inf_s8_catalyst,catalyst stalagmite
inf_s8_current_layer,status :: camada atual
inf_s8_reflector,status :: refletor incompleto
inf_s8_layer_number,número da camada
inf_s8_tablet_1,"A woman came to our village.+newline+No one knows exactly how she entered,+newline+since the gate was closed at the time.+newline++newline+She went straight to the [term not translatable],+newline+and one minute later a beam of bright light+newline+shot from it straight up to the sky.+newline++newline+When she disappeared we knew that we were blessed+newline+with the presence of the goddess.+newline++newline+That was 742 years ago, and we worship her to this day."
inf_s9_navigator,You need a layer navigator to enter the pyramid.
inf_s9_gate_mur,Light of Shiva had drawn Murtaugh+newline++newline+to live in the Lighthouse.
inf_s9_gate_liz,Light of Shiva had drawn Liz+newline++newline+to leave the Lighthouse.
inf_s9_tablet_1,"When Murtaugh put his arm into the waterfall+newline+he noticed that he no longer had an arm,+newline+but seven of them.+newline++newline+That was not something unexpectable.+newline+What is a miracle though is that after he removed his+newline+arm from the water he could still see all seven+newline+layers of his left arm.+newline++newline+Not longer after that he understood, that focusing+newline+them all in one place created a portal. That was because+newline+all of his arms from all of the layers met at one place+newline+and caused the interdimensional karma flow at his fingertips."
inf_s9_tablet_2,"- Why does Murtaugh talk only to Elizabeth?+newline++newline+- She's the only person he can see.+newline+Remember, we're one-layer.+newline+We're like a drawing on a piece of paper to him.+newline+A drawing that was erased, redrawn and erased again.+newline+Seven times over."
inf_s9_tablet_3,"When Murtaugh saw the cat changing the layer of reality+newline+he falsely connected that event with Einstein's theory of relativity.+newline++newline+That was because in those early days Murtaugh was just beginning+newline+to understand the structures of reality.+newline++newline+During his intellectual growth he was able to come+newline+across the cat several times. He grew attached to the animal.+newline++newline+When asked to take care of the cat, Elizabeth+newline+took him back to his appropriate dimension in the first layer."
inf_s9_tablet_4,"Nobody could predict that the enlightenment would cause such destruction.+newline+Even Murtaugh himself didn't know what happened. He was already looking+newline+at all layers at once. He was already removed from one-dimensionality.+newline+To be back in only one layer, Murtaugh had to lose his focus.+newline++newline+After he focused his mind back on the structure of the plan,+newline+his exploration teams didn't understand what happened.+newline+Some called it abandonment. Others - rapture.+newline++newline+No wonder they panicked.+newline++newline+They did not even have a philosophical device to comprehend+newline+the true nature of his disappearance."
inf_s9_tablet_5,"- The greatest mystery and misconception+newline+of the doctrine is that Murtaugh gained his powers.+newline++newline+- He didn't?+newline++newline+- No. They were given to him.+newline++newline+- By whom?...+newline++newline+- By Shiva, naturally."
inf_s9_tablet_6,"If he's the explorer, she's the healer.+newline+If he's the child, she's the older sister.+newline+When he couldn't understand,+newline+she knew that it wasn't his fault.+newline+When he fell, she picked him up.+newline+When they wanted to kill him, she explained.+newline++newline+When he died, she carried his words.+newline+When she died, we buried her alongside him.+newline+They remain together in the light of Shiva.+newline++newline+Your journey is almost at its end.+newline+You've reached the highest level+newline+of understanding possible to a one-layer mind.+newline+If you want to leave the structure, Shiva will guide you.+newline++newline+Just follow him."
inf_s9_tablet_7,"- There are seven main layers of reality.+newline++newline+- Yes, that's common knowledge.+newline++newline+- But there is another layer. The one often+newline+misinterpreted as the layer of time.+newline++newline+- If it's not time, what is it then?+newline++newline+- It's the layer of Light. You see,+newline+when you move through the field of atoms+newline+frozen in time, the friction causes them+newline+to emit visible light. It's everywhere+newline+you move. It's not a guiding light.+newline+You're the one who's guiding that light.+newline+Where you will go is entirely up to you."
inf_s9_tablet_8,"- How is it possible, that people are still+newline+coming through the loop and trying+newline+to turn off the defense systems?+newline+After all these years...+newline++newline+- What would you have me do?+newline+Destroy his creation?+newline+Destroy the whole section?+newline++newline+- I don't know... Maybe...+newline++newline+- You're talking about destroying+newline+our history. What's next, book burning?+newline++newline+- No, of course not. But maybe... A sign?+newline+That it's no longer necessary+newline+to shut down the defenses?+newline++newline+- And what about those+newline+in the eighth layer?+newline++newline+- I stand corrected..."
inf_s9_tablet_9,"Murtaugh never said it was about revenge.+newline+But by then he was well used to not being understood.+newline+Back then they didn't yet have seven-layer bullets.+newline++newline+The only option was to meet him at the knot.+newline+The place where all dimensions intertwined to become one.+newline+Then and there, they waited.+newline++newline+And when he appeared, Murtaugh was finally able to see+newline+what had happened. He fell to his knees.+newline+She came to him, sat down beside him and they started talking.+newline++newline+The bullets never reached them."
inf_s9_tablet_10,"After the second enlightenment Murtaugh dedicated his life+newline+to restoring order. While the main layers flourished+newline+under his word, the third dimension remained broken.+newline++newline+Murtaugh originally came from the third layer, therefore+newline+there was nothing he could do to bring it back to an unbroken state.+newline++newline+He often spoke about it as being a thorn in his heart.+newline+This was consuming him until the day Shiva gave him comfort+newline+of knowledge of the future.+newline++newline+Murtaugh was already dying, and just before he drew his last breath+newline+the light came to him and showed him what was to come.+newline+We believe he stayed in that moment forever."
inf_s9_broken_layer_plate,ilegível
inf_s9_tomb_mur,túmulo de Murtaugh
inf_s9_tomb_liz,túmulo de Elizabeth
inf_s9_coffin_mur_1,"Murtaugh, o poderoso"
inf_s9_coffin_mur_2,"the caretaker, the overseer"
inf_s9_coffin_liz_1,"Elizabeth, the merciful"
inf_s9_coffin_liz_2,"the healer, the mother"
inf_s32_greeting,greeting glyph
inf_s32_air,air glyph
inf_s32_plate_name_1,wind
inf_s32_plate_name_2,fire
inf_s32_plate_name_3,sand
inf_s32_plate_name_4,air
inf_s32_ixtab,Ixtab
inf_s32_plates,dig through the sand
inf_s32_plates_and,and
inf_s32_drink,drink
inf_s32_sand,sand
inf_s32_mole,mole
inf_s32_ah_puch,Ah Puch
inf_s32_chak_chel,Chak Chel
inf_sf_morgue,morgue
inf_s10_power_source,Power source.+newline+Watch your step.
inf_s10_harbor_welcome,We the King+newline++newline+welcome you in our+newline+northern garden docks.+newline++newline+Those who seek peace+newline+and calmness will find it+newline+under the leaves of our blessed florae.
inf_s10_docking_schedule,docking schedule
inf_s10_ship_id,Please enter ship ID number.
inf_s10_ladder_control,ladder+newline+control
inf_s10_signal_docking_ladder_1,docking ladder not present
inf_s10_signal_docking_ladder_2,docking ladder standing by
inf_s10_captain_0,insert captain's ID
inf_s10_captain_1,"welcome aboard, captain"
inf_s10_st_christopher,São Cristóvão
inf_s10_st_alexius,Santo Aleixo de Roma
inf_s10_loop_1,Royal storage facility No. 32
inf_s10_loop_2,storage unit 32/1
inf_s10_loop_3,Royal storage facility No. 33
inf_s10_loop_4,storage unit 33/1
inf_s10_loop_5,storage unit 33/2
inf_s10_loop_6,storage unit 33/3
inf_s10_loop_7,storage unit 33/4
inf_s10_loop_warning,Caution!+newline++newline+Spatial anomaly leak ahead!
inf_s10_data_0,- -  insufficient data  - -
inf_s10_data_1,data vault status = 1
inf_s10_blockade_info,infestation blockade in effect
inf_s10_s3c_1,"- Are we alone?+newline++newline+- There's always someone right beside you. Sometimes it's someone from another exploration team, sometimes it's me. Just one sub-layer away. I haven't finished rebuilding things yet."
inf_s10_s3c_2,"- What happened to sunshine_bunnygirl_17?...+newline++newline+- Don't worry, she left the Net years ago. As far as I know she's alive and well."
inf_s10_s3c_3,"- Will you ever come back to the Net?+newline++newline+- I never left. There are still people trapped inside, so my mission is to navigate the infinity to find them and bring them home."
inf_s10_s3c_4,"- What will happen to me now?+newline++newline+- Well, you're a free individual, you can do whatever you want. You can leave the Net if you choose to. But if you decide to stay, there are still things waiting to be discovered in the far reaches of the Net.+newline+I know we need to get to the Engine, so that's most likely my next mission to give out to the exploration team."
inf_s10_shiva,S.H.I.V.A.
inf_s10_ee_protocol,emergency+newline+evacuation+newline+protocol
inf_s10_loop_lon,lon
inf_s10_loop_lat,lat
inf_s10_drill_1,Release both clamps+newline+before operating the drill.
inf_s10_drill_2,Drill standing by.
inf_s10_hatch_0,Power all range confirmators+newline+before operating the hatch.
inf_s10_hatch_1,Hatch standing by.
inf_s10_lab,Exploration teams and restoration staff only.
inf_s10_karma_stabiliser_0,Karma stabiliser not present.
inf_s10_karma_stabiliser_1,Karma stabiliser standing by.
inf_s10_shiva_monitor,- - - - - - - - - - S.H.I.V.A. - - - - - - - - - -+newline++newline++newline++newline++newline++newline+[@sh] :: root.ping//+newline++newline+access denied
inf_s10_coin_1,The coin no longer has numbers etched on it...
inf_s10_coin_2,Why is it still here?...
inf_s10_spoon_1,The spoon has no purpose...
inf_s10_spoon_2,Why hasn't it shifted away?...
inf_sn_rcr_stabiliser,Karmic field stable.
inf_sn_moth,"Moth infused with karmic energy, circa 1795."
inf_sn_triumph,triumph
inf_sn_karma_chalk_1,Wait... Where is the ladder?...
inf_sn_karma_chalk_2,If only I had karma chalk... I would be able to draw it...
inf_sn_so_much_noise,So much noise... I can't take it...
inf_sn_more_bandages,Need more bandages...
inf_sn_wheres_the_ladder,Where is the ladder?
inf_sn_did_not_bandage,"I didn't do it. You can trust me, you know that."
inf_sn_filtration_0,filtration.sys :: _offline / error ID: unknown
inf_sn_filtration_1,filtration.sys :: _online
inf_sn_cat_hatch,Do not use during rain.
inf_sn_rad,jammer.sys :: _offline / _parent station connection lost
inf_sn_security_gate_1,primary security gate
inf_sn_security_gate_2,secondary security gate
inf_sn_gate_bool_0,enabled
inf_sn_gate_bool_1,disabled
inf_sn_der_junction,laser junction :: horizontal node
inf_sn_vert_junction,laser junction :: vertical node
inf_sn_ticket_info,Please return ticket after use.
inf_sn_fil_junction,:: laser junction ::
inf_sn_sta_return,Please return karma vial after use.
inf_sn_sta_grid_0,Surveillance grid unoperational.
inf_sn_sta_grid_1,Surveillance grid standing by.
inf_sn_cd_0,Surveillance station unoperational.
inf_sn_cd_1,Surveillance station standing by.
inf_sn_mur,@mur: _
inf_sn_spatial_anomaly,Caution! Spatial anomaly leak ahead!
inf_sn_jig_insert_coin,insert coin
inf_sn_arch_20_desc,Cross section of skylight atrium.
inf_sn_no_tickets,access denied :: you need location tickets to travel
inf_sn_no_home_ticket,access denied :: you can't travel without home unit ticket
inf_sn_no_ticket_transporter,There's no ticket transporter in this location.
inf_sn_ticket_current,status :: current connection
inf_sn_not_this_way,Not this way. Not like this.
inf_sn_monitor_title_malformed,Error :: data string malformed. Contact nearest surveillance station operator.
inf_sn_monitor_title_2114,the Reasoning
inf_sn_monitor_2114,"- Why did monoliths start taking the place of transporters?+newline++newline+- Isn't that kind of obvious?+newline++newline+- Well, at first glance - yes. They were using existing teleportation infrastructure to further the reach of the monolith grid. But why would the net use crude ways of infestation?+newline++newline+- There was a time, when S.H.I.V.A. tried reasoning with humans. She was trying to see order in chaos, value in human design. You could say she was following in human footsteps."
inf_sn_monitor_insert_ticket,Insert ticket. In case of power outage do not insert ticket.
inf_sn_monitor_title_2702,the Realisation
inf_sn_monitor_2702,I have to slow down.+newline+Time flies by too quickly.
inf_sn_monitor_title_2060,the Call
inf_sn_monitor_2060,"We have to go back, Liz.+newline+We have to go back."
inf_sn_monitor_2062,Don't go there. Don't.+newline+There's nothing out there.+newline+Nothing.+newline+It's just hubris.+newline+Hubris forever.
inf_sn_monitor_2323_1,diagram 2-94
inf_sn_monitor_2323_2,diagram 2-93
inf_sn_monitor_2324,"- What is the significance of the number 32?+newline+- It's your probability range.+newline+- ?...+newline+- When you are in any given location, the highest number of possible moves is four.+newline+- Four?+newline+- Left, right, up, down?+newline+- Ah, yes, of course.+newline+- When you change location, there are eight possible combinations of locations you can end up in.+newline+- How come?+newline+- Count how many door variations you can get in the new room, given the door you just went through is already determined.+newline+- ?...+newline+- Maybe you should familiarise yourself with diagram 2-94."
inf_sn_monitor_2003,void access
inf_sn_monitor_2004,infestation node
inf_sn_monitor_2005,portal stabiliser prototype
inf_sn_monitor_2463_0,Location connection not established.
inf_sn_monitor_2463_1,Location connection restored.
inf_sn_monitor_2566,the Early Period
inf_sn_monitor_2562,"the Early Period+newline++newline+In his early life the Architect was focused on the big picture. He was trying to capture the grand design of the net, its structure and workings. We can observe drawings of different architecture styles based on the age of the cluster. We have to emphasise the value of pre-shift architectural drawings. While you can study the original design by looking at shifted construction, here we have the originals drawn as they were. In his travels the Architect was targeting monuments of greater meaning and position.+newline+Back then he was still trying to understand."
inf_sn_monitor_2564,the Late Period
inf_sn_monitor_2563,"the Late Period+newline++newline+In his older age, the Architect focused on smaller scale and details. We can observe drawings of single rooms and at most single locations. This period brings us a lot more information about the net than the early works of grand designs. We can also recognise various kinds of machinery from different ages of the cluster. In many cases these are the only archives of pre-shift design. Later the Architect focused on drawing single objects that could be found within locations.+newline+By that point the Architect abandoned the need to understand."
inf_sn_monitor_2074,Vicinity archive.+newline++newline+Pre-shift ::+newline+Energy crystalline shard sequencer.+newline++newline+Post-shift-1 ::+newline+Wall-mounted multipurpose stash unit.+newline++newline+Post-shift-2 ::+newline+Framed Architect drawing of pre-shift domicile structure.+newline++newline+Post-shift-3 ::+newline+Location non-existent.
inf_sn_monitor_2025,"There are people who question the validity of subnet exploration.+newline+They say any mapping effort is futile since it's been proven that not only particular rooms, but entire regions can shift during the phase change.+newline++newline+Then there are others, who just live by the code of an exploration team."
inf_sn_monitor_2852,"- The importance of drawing.+newline++newline+- Yes?+newline++newline+- This is one of the primary rules of exploration. Why?+newline++newline+- You see, drawing lets you see things. It lets you slow down, focus, tune into the surroundings. See details you'd never notice otherwise.+newline++newline+- But... Taking pictures and three dimensional scans of locations lets you archive everything.+newline++newline+- Archive, yes. All those thousands of archived pictures gathering proverbial dust on surveillance data discs, not seen by anyone since the day they were created. Taking photographs is the opposite of drawing. It forces you to stop looking at the object, puts a literal barrier between you and the thing you want to see. You take a picture and move on.+newline++newline+- But... The amount of data saved is unquestionably of greater value.+newline++newline+- I don't care about data. If it were data we're after, we would just tap into the subbot route-mapping system. We're looking for the human touch. Human hand in the sea of silent data. I want someone to tell me: Look at this, I found it and it's so important I decided to spend my time drawing it. Nothing that can be done instantaneously has any value."
inf_sn_wiq_letter,"I am alone.+newline++newline+It wasn't like this in the past. There used to be so many theorists throughout the entirety of the outer ring. I remember my friends, people I worked with closely on my exploration team, people from other teams that we were in contact with. People were exploring eagerly, each new thing was fueling our minds, letting us theorize about the laws of physics governing this structure.+newline++newline+But now - the world is quiet.+newline++newline+I don't know what happened. I don't remember much, but I think a shift happened. However, shifts don't impact human minds - that is what they said. So there are two possibilities, either we were lied to, or something much worse happened. Because everyone is gone but me. I don't know why I was the only one spared. I don't like it. I don't like that there's so much surveillance equipment all around. It didn't use to be like that. I guess the net is pushing back, trying to end the infestation. Infestation... I haven't heard that term for so long... But now, since everyone is really gone, I think it's time to accept that the old agreements have expired. But my mind is cloudy. I don't know what happened. I really don't.+newline++newline+I can only theorise."
inf_sn_wiq_theory,"The Theory of Everything.+newline++newline+Preamble:+newline+This theory of everything is dedicated to all my friends that disappeared. I want to remember all their theories. I want to create a unifying theory based on all their input. I'm not sure if I'll be able to do it. But I'll try.+newline++newline+[section smudged beyond readability]+newline++newline+Assumption:+newline+Submachine is not desolate. it's not empty. It's actually full of explorers. However, once you use a portal, transporter, transportal, or any kind of teleportation device for the first time, you phase into one of infinite sub-layers derived from eight main layers. You're close to other people, but not quite there. So if you visited the Lab and used that transporter - it's too late for you. Once the net opens up for you, it removes your chance of meeting anyone else. Except for Murtaugh of course. He can grab you at any time.+newline++newline+Speaking of Murtaugh. His role in the great picture was not as significant as the archivists are trying to tell you. Even though he spent 32 years exploring the subnet, he was operating only in one cluster. Karma range has its limits and at some point the void distance between clusters reaches a size that even he couldn't traverse. The singularity happened to him as it did to all of us. He did not create it.+newline++newline+In his travels he did not see the Engine."
inf_sn_monitor_2251,_resource_request+newline+_bot_ID 41-32-95-96+newline+maintenance round 170k83+newline+[loc id shifted] energy pipe broken+newline+crystalline conductor leakage+newline+energy loss 12.32%+newline+awaiting instructions
inf_sn_monitor_2241,"I've heard stories.+newline++newline+Well, not actually heard, per se. I just read them on pieces of paper. I read that there were exploration teams.+newline+For the love of god, did he really send teams out here?+newline++newline+What happened to those people? Where do their shattered bones lie right now?+newline++newline+I know that everywhere I look I'm probably looking at bones. The subnet is everywhere. How many people had to die for him to gather the information he so dearly needed?+newline++newline+Jesus.+newline++newline+I never joined any exploration team. I never saw anybody. I'm not much of an explorer.+newline+If you tell me to do something - I will.+newline+But I see no point in exploring the infinity. Maybe that's why he chose me for the defsys mission.+newline+Maybe that's the reason I'm back in the loop again.+newline++newline+It's a house of mirrors.+newline+Everywhere I look, it's the same."
inf_sn_monitor_2592,"On Karmic Infusion.+newline++newline+Excerpt from the Book of Second Age Mechanics written by an anonymous architect of the Southern Bay Monastery, approximately 10 to 15 years after the singularity.+newline++newline+The biggest questions facing scientists of that era were naturally concerning the karma crystal. Once discovered as the origin of karmic water in Kent, the question was: is it possible to infuse plain water with karmic characteristics outside the natural environment? Is it possible to perhaps infuse other materials? Other objects? Since infusing water turned out to be quite easy, and there was no known solution for infusion of other materials yet, they thought of a crude workaround. They were able to infuse objects that could absorb karmic water. That meant you could have karmic clothes, sponges, chalk, flammable arrowheads, etc. What's interesting is that you could also create karmic plants by watering them with karma infused water.+newline++newline+There was a number of karmic infuser machine prototypes throughout the years. As we mentioned before, the procedure was rather simple and techniques were further developed from the late twenties up until June of 42, when the first commercial machine was released to the public, rendering karmic vendor parlours obsolete.+newline++newline+To learn more about karmic infusers please refer to fig. ch.5-08 to -14."
inf_sn_monitor_2962,- That's impossible. Nothing has changed. The coordinates are the same. Yet everything is gone. There's nothing there now. I can't see anything.+newline+- Don't worry. He sees you. That's all you need to know.+newline+- I don't understand.+newline+- You don't have to. Just accept it.
